YEAR,MONTH,SUBDIVISION,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,ANNUAL
2016,10,Naga-Mani-Mizo-Tripura,115.8,115.8,115.8,115.8,115.8,115.8,115.8,115.8,115.8,115.8,115.8,115.8,1389.7
2016,10,Arunachal Pradesh,79.4,79.4,79.4,79.4,79.4,79.4,79.4,79.4,79.4,79.4,79.4,79.4,953.4
2016,11,Assam & Meghalaya,87.8,87.8,87.8,87.8,87.8,87.8,87.8,87.8,87.8,87.8,87.8,87.8,1054.1
2016,11,Sub-Himalayan West Bengal & Sikkim,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,1020.5
2016,11,Naga-Mani-Mizo-Tripura,112.5,112.5,112.5,112.5,112.5,112.5,112.5,112.5,112.5,112.5,112.5,112.5,1350.5
2016,11,Arunachal Pradesh,106.8,106.8,106.8,106.8,106.8,106.8,106.8,106.8,106.8,106.8,106.8,106.8,1281.6
2016,12,Assam & Meghalaya,17.7,17.7,17.7,17.7,17.7,17.7,17.7,17.7,17.7,17.7,17.7,17.7,212.8
2016,12,Sub-Himalayan West Bengal & Sikkim,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,58.7
2016,12,Naga-Mani-Mizo-Tripura,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,288.4
2016,12,Arunachal Pradesh,18.8,18.8,18.8,18.8,18.8,18.8,18.8,18.8,18.8,18.8,18.8,18.8,225.7
2017,1,Assam & Meghalaya,27.3,27.3,27.3,27.3,27.3,27.3,27.3,27.3,27.3,27.3,27.3,27.3,327.2
2017,1,Sub-Himalayan West Bengal & Sikkim,14.7,14.7,14.7,14.7,14.7,14.7,14.7,14.7,14.7,14.7,14.7,14.7,176.4
2017,1,Naga-Mani-Mizo-Tripura,34.5,34.5,34.5,34.5,34.5,34.5,34.5,34.5,34.5,34.5,34.5,34.5,414.4
2017,1,Arunachal Pradesh,11.4,11.4,11.4,11.4,11.4,11.4,11.4,11.4,11.4,11.4,11.4,11.4,136.9
2017,2,Assam & Meghalaya,30.9,30.9,30.9,30.9,30.9,30.9,30.9,30.9,30.9,30.9,30.9,30.9,371.2
2017,2,Sub-Himalayan West Bengal & Sikkim,16.2,16.2,16.2,16.2,16.2,16.2,16.2,16.2,16.2,16.2,16.2,16.2,193.8
2017,2,Naga-Mani-Mizo-Tripura,9.8,9.8,9.8,9.8,9.8,9.8,9.8,9.8,9.8,9.8,9.8,9.8,118.0
2017,2,Arunachal Pradesh,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,44.6
2017,3,Assam & Meghalaya,13.5,13.5,13.5,13.5,13.5,13.5,13.5,13.5,13.5,13.5,13.5,13.5,161.9
2017,3,Sub-Himalayan West Bengal & Sikkim,29.2,29.2,29.2,29.2,29.2,29.2,29.2,29.2,29.2,29.2,29.2,29.2,350.8
2017,3,Naga-Mani-Mizo-Tripura,23.2,23.2,23.2,23.2,23.2,23.2,23.2,23.2,23.2,23.2,23.2,23.2,278.0
2017,3,Arunachal Pradesh,21.9,21.9,21.9,21.9,21.9,21.9,21.9,21.9,21.9,21.9,21.9,21.9,262.7
2017,4,Assam & Meghalaya,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,4,Sub-Himalayan West Bengal & Sikkim,22.1,22.1,22.1,22.1,22.1,22.1,22.1,22.1,22.1,22.1,22.1,22.1,265.3
2017,4,Naga-Mani-Mizo-Tripura,20.6,20.6,20.6,20.6,20.6,20.6,20.6,20.6,20.6,20.6,20.6,20.6,246.7
2017,4,Arunachal Pradesh,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,114.0
2017,5,Assam & Meghalaya,61.2,61.2,61.2,61.2,61.2,61.2,61.2,61.2,61.2,61.2,61.2,61.2,734.1
2017,5,Sub-Himalayan West Bengal & Sikkim,79.9,79.9,79.9,79.9,79.9,79.9,79.9,79.9,79.9,79.9,79.9,79.9,959.2
2017,5,Naga-Mani-Mizo-Tripura,131.7,131.7,131.7,131.7,131.7,131.7,131.7,131.7,131.7,131.7,131.7,131.7,1581.0
2017,5,Arunachal Pradesh,48.3,48.3,48.3,48.3,48.3,48.3,48.3,48.3,48.3,48.3,48.3,48.3,580.2
2017,6,Assam & Meghalaya,265.8,265.8,265.8,265.8,265.8,265.8,265.8,265.8,265.8,265.8,265.8,265.8,3189.3
2017,6,Sub-Himalayan West Bengal & Sikkim,408.9,408.9,408.9,408.9,408.9,408.9,408.9,408.9,408.9,408.9,408.9,408.9,4907.3
2017,6,Naga-Mani-Mizo-Tripura,264.3,264.3,264.3,264.3,264.3,264.3,264.3,264.3,264.3,264.3,264.3,264.3,3171.7
2017,6,Arunachal Pradesh,270.9,270.9,270.9,270.9,270.9,270.9,270.9,270.9,270.9,270.9,270.9,270.9,3250.3
2017,7,Assam & Meghalaya,307.8,307.8,307.8,307.8,307.8,307.8,307.8,307.8,307.8,307.8,307.8,307.8,3693.9
2017,7,Sub-Himalayan West Bengal & Sikkim,200.7,200.7,200.7,200.7,200.7,200.7,200.7,200.7,200.7,200.7,200.7,200.7,2408.4
2017,7,Naga-Mani-Mizo-Tripura,317.6,317.6,317.6,317.6,317.6,317.6,317.6,317.6,317.6,317.6,317.6,317.6,3811.1
2017,7,Arunachal Pradesh,203.2,203.2,203.2,203.2,203.2,203.2,203.2,203.2,203.2,203.2,203.2,203.2,2438.8
2017,8,Assam & Meghalaya,370.8,370.8,370.8,370.8,370.8,370.8,370.8,370.8,370.8,370.8,370.8,370.8,4449.8
2017,8,Sub-Himalayan West Bengal & Sikkim,300.3,300.3,300.3,300.3,300.3,300.3,300.3,300.3,300.3,300.3,300.3,300.3,3603.1
2017,8,Naga-Mani-Mizo-Tripura,482.7,482.7,482.7,482.7,482.7,482.7,482.7,482.7,482.7,482.7,482.7,482.7,5792.1
2017,8,Arunachal Pradesh,322.5,322.5,322.5,322.5,322.5,322.5,322.5,322.5,322.5,322.5,322.5,322.5,3869.6
2017,9,Assam & Meghalaya,409.3,409.3,409.3,409.3,409.3,409.3,409.3,409.3,409.3,409.3,409.3,409.3,4911.1
2017,9,Sub-Himalayan West Bengal & Sikkim,195.7,195.7,195.7,195.7,195.7,195.7,195.7,195.7,195.7,195.7,195.7,195.7,2348.9
2017,9,Naga-Mani-Mizo-Tripura,290.2,290.2,290.2,290.2,290.2,290.2,290.2,290.2,290.2,290.2,290.2,290.2,3482.7
2017,9,Arunachal Pradesh,325.9,325.9,325.9,325.9,325.9,325.9,325.9,325.9,325.9,325.9,325.9,325.9,3910.2
2017,10,Assam & Meghalaya,132.4,132.4,132.4,132.4,132.4,132.4,132.4,132.4,132.4,132.4,132.4,132.4,1588.5
2017,10,Sub-Himalayan West Bengal & Sikkim,29.6,29.6,29.6,29.6,29.6,29.6,29.6,29.6,29.6,29.6,29.6,29.6,354.9
2017,10,Naga-Mani-Mizo-Tripura,109.7,109.7,109.7,109.7,109.7,109.7,109.7,109.7,109.7,109.7,109.7,109.7,1316.6
2017,10,Arunachal Pradesh,97.7,97.7,97.7,97.7,97.7,97.7,97.7,97.7,97.7,97.7,97.7,97.7,1172.9
2017,11,Assam & Meghalaya,126.0,126.0,126.0,126.0,126.0,126.0,126.0,126.0,126.0,126.0,126.0,126.0,1512.1
2017,11,Sub-Himalayan West Bengal & Sikkim,101.4,101.4,101.4,101.4,101.4,101.4,101.4,101.4,101.4,101.4,101.4,101.4,1216.5
2017,11,Naga-Mani-Mizo-Tripura,81.6,81.6,81.6,81.6,81.6,81.6,81.6,81.6,81.6,81.6,81.6,81.6,978.7
2017,11,Arunachal Pradesh,64.4,64.4,64.4,64.4,64.4,64.4,64.4,64.4,64.4,64.4,64.4,64.4,772.2
2017,12,Assam & Meghalaya,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,30.2
2017,12,Sub-Himalayan West Bengal & Sikkim,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,203.5
2017,12,Naga-Mani-Mizo-Tripura,13.1,13.1,13.1,13.1,13.1,13.1,13.1,13.1,13.1,13.1,13.1,13.1,157.0
2017,12,Arunachal Pradesh,35.2,35.2,35.2,35.2,35.2,35.2,35.2,35.2,35.2,35.2,35.2,35.2,422.4
2018,1,Assam & Meghalaya,8.9,8.9,8.9,8.9,8.9,8.9,8.9,8.9,8.9,8.9,8.9,8.9,106.7
2018,1,Sub-Himalayan West Bengal & Sikkim,18.2,18.2,18.2,18.2,18.2,18.2,18.2,18.2,18.2,18.2,18.2,18.2,218.4
2018,1,Naga-Mani-Mizo-Tripura,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,1,Arunachal Pradesh,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,132.5
2018,2,Assam & Meghalaya,17.6,17.6,17.6,17.6,17.6,17.6,17.6,17.6,17.6,17.6,17.6,17.6,211.3
2018,2,Sub-Himalayan West Bengal & Sikkim,23.2,23.2,23.2,23.2,23.2,23.2,23.2,23.2,23.2,23.2,23.2,23.2,278.9
2018,2,Naga-Mani-Mizo-Tripura,29.5,29.5,29.5,29.5,29.5,29.5,29.5,29.5,29.5,29.5,29.5,29.5,353.8
2018,2,Arunachal Pradesh,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,174.7
2018,3,Assam & Meghalaya,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,45.9
2018,3,Sub-Himalayan West Bengal & Sikkim,19.6,19.6,19.6,19.6,19.6,19.6,19.6,19.6,19.6,19.6,19.6,19.6,234.9
2018,3,Naga-Mani-Mizo-Tripura,20.2,20.2,20.2,20.2,20.2,20.2,20.2,20.2,20.2,20.2,20.2,20.2,242.0
2018,3,Arunachal Pradesh,19.9,19.9,19.9,19.9,19.9,19.9,19.9,19.9,19.9,19.9,19.9,19.9,239.0
2018,4,Assam & Meghalaya,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,96.0
2018,4,Sub-Himalayan West Bengal & Sikkim,26.3,26.3,26.3,26.3,26.3,26.3,26.3,26.3,26.3,26.3,26.3,26.3,316.0
2018,4,Naga-Mani-Mizo-Tripura,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,190.5
2018,4,Arunachal Pradesh,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,264.0
2018,5,Assam & Meghalaya,118.2,118.2,118.2,118.2,118.2,118.2,118.2,118.2,118.2,118.2,118.2,118.2,1418.7
2018,5,Sub-Himalayan West Bengal & Sikkim,98.3,98.3,98.3,98.3,98.3,98.3,98.3,98.3,98.3,98.3,98.3,98.3,1179.3
2018,5,Naga-Mani-Mizo-Tripura,88.6,88.6,88.6,88.6,88.6,88.6,88.6,88.6,88.6,88.6,88.6,88.6,1063.1
2018,5,Arunachal Pradesh,144.6,144.6,144.6,144.6,144.6,144.6,144.6,144.6,144.6,144.6,144.6,144.6,1735.0
2018,6,Assam & Meghalaya,319.5,319.5,319.5,319.5,319.5,319.5,319.5,319.5,319.5,319.5,319.5,319.5,3834.0
2018,6,Sub-Himalayan West Bengal & Sikkim,276.3,276.3,276.3,276.3,276.3,276.3,276.3,276.3,276.3,276.3,276.3,276.3,3315.9
2018,6,Naga-Mani-Mizo-Tripura,309.0,309.0,309.0,309.0,309.0,309.0,309.0,309.0,309.0,309.0,309.0,309.0,3707.5
2018,6,Arunachal Pradesh,418.6,418.6,418.6,418.6,418.6,418.6,418.6,418.6,418.6,418.6,418.6,418.6,5023.5
2018,7,Assam & Meghalaya,309.5,309.5,309.5,309.5,309.5,309.5,309.5,309.5,309.5,309.5,309.5,309.5,3714.0
2018,7,Sub-Himalayan West Bengal & Sikkim,341.6,341.6,341.6,341.6,341.6,341.6,341.6,341.6,341.6,341.6,341.6,341.6,4098.6
2018,7,Naga-Mani-Mizo-Tripura,395.7,395.7,395.7,395.7,395.7,395.7,395.7,395.7,395.7,395.7,395.7,395.7,4747.9
2018,7,Arunachal Pradesh,259.0,259.0,259.0,259.0,259.0,259.0,259.0,259.0,259.0,259.0,259.0,259.0,3107.7
2018,8,Assam & Meghalaya,161.9,161.9,161.9,161.9,161.9,161.9,161.9,161.9,161.9,161.9,161.9,161.9,1942.5
2018,8,Sub-Himalayan West Bengal & Sikkim,324.0,324.0,324.0,324.0,324.0,324.0,324.0,324.0,324.0,324.0,324.0,324.0,3887.4
2018,8,Naga-Mani-Mizo-Tripura,318.4,318.4,318.4,318.4,318.4,318.4,318.4,318.4,318.4,318.4,318.4,318.4,3820.5
2018,8,Arunachal Pradesh,251.4,251.4,251.4,251.4,251.4,251.4,251.4,251.4,251.4,251.4,251.4,251.4,3016.3
2018,9,Assam & Meghalaya,369.7,369.7,369.7,369.7,369.7,369.7,369.7,369.7,369.7,369.7,369.7,369.7,4436.2
2018,9,Sub-Himalayan West Bengal & Sikkim,348.6,348.6,348.6,348.6,348.6,348.6,348.6,348.6,348.6,348.6,348.6,348.6,4183.3
2018,9,Naga-Mani-Mizo-Tripura,220.4,220.4,220.4,220.4,220.4,220.4,220.4,220.4,220.4,220.4,220.4,220.4,2644.8
2018,9,Arunachal Pradesh,341.5,341.5,341.5,341.5,341.5,341.5,341.5,341.5,341.5,341.5,341.5,341.5,4097.5
2018,10,Assam & Meghalaya,74.1,74.1,74.1,74.1,74.1,74.1,74.1,74.1,74.1,74.1,74.1,74.1,889.4
2018,10,Sub-Himalayan West Bengal & Sikkim,35.5,35.5,35.5,35.5,35.5,35.5,35.5,35.5,35.5,35.5,35.5,35.5,426.1
2018,10,Naga-Mani-Mizo-Tripura,93.6,93.6,93.6,93.6,93.6,93.6,93.6,93.6,93.6,93.6,93.6,93.6,1123.1
2018,10,Arunachal Pradesh,78.6,78.6,78.6,78.6,78.6,78.6,78.6,78.6,78.6,78.6,78.6,78.6,943.7
2018,11,Assam & Meghalaya,57.6,57.6,57.6,57.6,57.6,57.6,57.6,57.6,57.6,57.6,57.6,57.6,691.7
2018,11,Sub-Himalayan West Bengal & Sikkim,95.7,95.7,95.7,95.7,95.7,95.7,95.7,95.7,95.7,95.7,95.7,95.7,1148.3
2018,11,Naga-Mani-Mizo-Tripura,94.6,94.6,94.6,94.6,94.6,94.6,94.6,94.6,94.6,94.6,94.6,94.6,1135.7
2018,11,Arunachal Pradesh,62.7,62.7,62.7,62.7,62.7,62.7,62.7,62.7,62.7,62.7,62.7,62.7,752.1
2018,12,Assam & Meghalaya,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,228.0
2018,12,Sub-Himalayan West Bengal & Sikkim,25.2,25.2,25.2,25.2,25.2,25.2,25.2,25.2,25.2,25.2,25.2,25.2,301.8
2018,12,Naga-Mani-Mizo-Tripura,7.9,7.9,7.9,7.9,7.9,7.9,7.9,7.9,7.9,7.9,7.9,7.9,94.5
